video_id,description,view_count,like_count,comment_count,share_count,upload_date,hashtags,url,scraped_at
7388826497634602272,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7388826497634602272,2026-05-26T14:28:13.435965+00:00
7388134324484230433,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7388134324484230433,2026-05-26T14:28:13.445313+00:00
7387129444789439777,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7387129444789439777,2026-05-26T14:28:13.452558+00:00
7386409870607617313,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7386409870607617313,2026-05-26T14:28:13.462480+00:00
7386230432632818976,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7386230432632818976,2026-05-26T14:28:13.469477+00:00
7386042525821209888,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7386042525821209888,2026-05-26T14:28:13.474941+00:00
7385631385060379937,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7385631385060379937,2026-05-26T14:28:13.481305+00:00
7384919620890660128,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7384919620890660128,2026-05-26T14:28:13.491482+00:00
7383466914456030497,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7383466914456030497,2026-05-26T14:28:13.499551+00:00
7382532267417013537,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7382532267417013537,2026-05-26T14:28:13.506081+00:00
7381686235418381600,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7381686235418381600,2026-05-26T14:28:13.513624+00:00
7379497466858720544,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7379497466858720544,2026-05-26T14:28:13.521137+00:00
7378816424594197792,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7378816424594197792,2026-05-26T14:28:17.479093+00:00
7377674933075316001,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7377674933075316001,2026-05-26T14:28:17.488607+00:00
7377119388924726560,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7377119388924726560,2026-05-26T14:28:17.496607+00:00
7376743225710628128,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7376743225710628128,2026-05-26T14:28:17.504607+00:00
7376282035897388321,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7376282035897388321,2026-05-26T14:28:17.512607+00:00
7375738022836342048,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7375738022836342048,2026-05-26T14:28:17.520607+00:00
7375331632271592737,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7375331632271592737,2026-05-26T14:28:17.527607+00:00
7375090869029981472,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7375090869029981472,2026-05-26T14:28:17.535606+00:00
7374892876989304096,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7374892876989304096,2026-05-26T14:28:17.543607+00:00
7374705488165883169,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7374705488165883169,2026-05-26T14:28:17.552607+00:00
7374399278942260513,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7374399278942260513,2026-05-26T14:28:17.561607+00:00
7374037899429416225,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7374037899429416225,2026-05-26T14:28:17.569607+00:00
7373435398208392480,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7373435398208392480,2026-05-26T14:28:17.577614+00:00
7373112402449091872,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7373112402449091872,2026-05-26T14:28:17.584614+00:00
7372719315231067425,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7372719315231067425,2026-05-26T14:28:17.593130+00:00
7370608516618259745,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7370608516618259745,2026-05-26T14:28:17.601129+00:00
