video_id,description,view_count,like_count,comment_count,share_count,upload_date,hashtags,url,scraped_at,video_type
7449704086473100566,#CapCut #fyp #fy #foryou #foryoupage #christmas ,444,47,2,0,2024-12-18T10:56:44+00:00,"[""CapCut"", ""fyp"", ""fy"", ""foryou"", ""foryoupage"", ""christmas""]",https://www.tiktok.com/@ichbinnelo/video/7449704086473100566,2026-05-26T22:41:16.863639+00:00,Lifestyle & Vlog
7444885340491435286,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7444885340491435286,2026-05-26T14:27:51.914826+00:00,Unknown
7444543577205607702,#CapCut #foryoupage #fyp ,499,53,4,1,2024-12-04T13:11:17+00:00,"[""CapCut"", ""foryoupage"", ""fyp""]",https://www.tiktok.com/@ichbinnelo/video/7444543577205607702,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7432642974716136737,#CapCut #fyp ,632,87,3,1,2024-11-02T11:30:59+00:00,"[""CapCut"", ""fyp""]",https://www.tiktok.com/@ichbinnelo/video/7432642974716136737,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7432106406087527713,#fyp ,1126,40,2,0,2024-11-01T00:49:02+00:00,"[""fyp""]",https://www.tiktok.com/@ichbinnelo/video/7432106406087527713,2026-05-26T22:41:16.865651+00:00,Lifestyle & Vlog
7431900439295151392,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7431900439295151392,2026-05-26T14:27:51.948284+00:00,Unknown
7429058059370122528,#CapCut #foryou #fyp ,942,59,9,1,2024-10-23T19:39:38+00:00,"[""CapCut"", ""foryou"", ""fyp""]",https://www.tiktok.com/@ichbinnelo/video/7429058059370122528,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7428327670984887584,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7428327670984887584,2026-05-26T14:27:54.553636+00:00,Unknown
7428006176488574240,the documentary is called sweet Bobby on #netflix #foryou #fyp #foryoupage❤️❤️ #fy ,1031,48,5,1,2024-10-20T23:38:07+00:00,"[""netflix"", ""foryou"", ""fyp"", ""foryoupage\u2764\ufe0f\u2764\ufe0f"", ""fy""]",https://www.tiktok.com/@ichbinnelo/video/7428006176488574240,2026-05-26T22:41:16.863639+00:00,Lifestyle & Vlog
7427496836849585441,do you miss the person you were a few seconds ago 🤔 #fy #foryoupage❤️❤️ #fyp #foryou ,1654,160,30,6,2024-10-19T14:41:17+00:00,"[""fy"", ""foryoupage\u2764\ufe0f\u2764\ufe0f"", ""fyp"", ""foryou""]",https://www.tiktok.com/@ichbinnelo/video/7427496836849585441,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7426925046259518752,#CapCut #fyp #fy #foryoupage❤️❤️ ,1141,129,18,0,2024-10-18T01:43:32+00:00,"[""CapCut"", ""fyp"", ""fy"", ""foryoupage\u2764\ufe0f\u2764\ufe0f""]",https://www.tiktok.com/@ichbinnelo/video/7426925046259518752,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7425961701620731169,#CapCut #foryoupage #fyp #foryou ,427,42,3,1,2024-10-15T11:24:21+00:00,"[""CapCut"", ""foryoupage"", ""fyp"", ""foryou""]",https://www.tiktok.com/@ichbinnelo/video/7425961701620731169,2026-05-26T22:41:16.865651+00:00,Lifestyle & Vlog
7425429143602466081,#foryoupage #foryou #fyp #cleantok ,831,110,6,6,2024-10-14T00:58:05+00:00,"[""foryoupage"", ""foryou"", ""fyp"", ""cleantok""]",https://www.tiktok.com/@ichbinnelo/video/7425429143602466081,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7424063664933686560,#fyp ,453,62,4,2,2024-10-10T08:38:49+00:00,"[""fyp""]",https://www.tiktok.com/@ichbinnelo/video/7424063664933686560,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7423888023923871009,ja danke #CapCut #foryoupage #foryou #fy #fyp #learngerman ,809,96,10,2,2024-10-09T21:17:19+00:00,"[""CapCut"", ""foryoupage"", ""foryou"", ""fy"", ""fyp"", ""learngerman""]",https://www.tiktok.com/@ichbinnelo/video/7423888023923871009,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7423677087875108128,#CapCut #fyp #fy #foryou #foryoupage #tik_tok ,935,112,8,3,2024-10-09T07:38:49+00:00,"[""CapCut"", ""fyp"", ""fy"", ""foryou"", ""foryoupage"", ""tik_tok""]",https://www.tiktok.com/@ichbinnelo/video/7423677087875108128,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7423472221462514977,#fyp #foryoupage #foryouu #thecrown #movie ,428,67,4,0,2024-10-08T18:23:41+00:00,"[""fyp"", ""foryoupage"", ""foryouu"", ""thecrown"", ""movie""]",https://www.tiktok.com/@ichbinnelo/video/7423472221462514977,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7423338215186173216,#CapCut #foryoupage #foryouu #fyp #autumn #slowliving #romanticizeyourlife ,458,50,7,0,2024-10-08T09:43:51+00:00,"[""CapCut"", ""foryoupage"", ""foryouu"", ""fyp"", ""autumn"", ""slowliving"", ""romanticizeyourlife""]",https://www.tiktok.com/@ichbinnelo/video/7423338215186173216,2026-05-26T22:41:16.862345+00:00,Lifestyle & Vlog
7422920400050392353,#fyp #foryouu #foryoupage #prideandprejudice ,988,101,0,4,2024-10-07T06:42:42+00:00,"[""fyp"", ""foryouu"", ""foryoupage"", ""prideandprejudice""]",https://www.tiktok.com/@ichbinnelo/video/7422920400050392353,2026-05-26T22:41:16.850279+00:00,Books & Reading
7422750080492457249,#CapCut #foryoupage #fyp #foryouu #autumn ,714,51,2,0,2024-10-06T19:41:29+00:00,"[""CapCut"", ""foryoupage"", ""fyp"", ""foryouu"", ""autumn""]",https://www.tiktok.com/@ichbinnelo/video/7422750080492457249,2026-05-26T22:41:16.862345+00:00,Lifestyle & Vlog
7421838231697739040,"Replying to @serenapeony beef, carrot, sweet potato, tomatoes paste, onions, garlic, rosemary, and spices of your choice. #fyp #foryoupage #autumn #cooking #mutton ",445,47,7,0,2024-10-04T08:43:05+00:00,"[""fyp"", ""foryoupage"", ""autumn"", ""cooking"", ""mutton""]",https://www.tiktok.com/@ichbinnelo/video/7421838231697739040,2026-05-26T22:41:16.863639+00:00,Food & Cooking
7421490614564326688,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7421490614564326688,2026-05-26T14:27:54.661276+00:00,Unknown
7420982355252301088,this is you sign to go watch pride and prejudice again🏃‍♀️🏃‍♀️#fyp #foryoupage #autumn #mrdarcy #prideandprejudice #netflix #amazon #movienight #movieclips ,1091,117,2,1,2024-10-02T01:23:05+00:00,"[""foryoupage"", ""autumn"", ""mrdarcy"", ""prideandprejudice"", ""netflix"", ""amazon"", ""movienight"", ""movieclips""]",https://www.tiktok.com/@ichbinnelo/video/7420982355252301088,2026-05-26T22:41:16.850279+00:00,Books & Reading
7420171678988193056,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7420171678988193056,2026-05-26T14:27:57.615754+00:00,Unknown
7419989701819403552,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7419989701819403552,2026-05-26T14:27:57.619743+00:00,Unknown
7418134752194022688,#CapCut #foryoupage #fyp #autumn #baking ,1059,66,9,0,2024-09-24T09:11:40+00:00,"[""CapCut"", ""foryoupage"", ""fyp"", ""autumn"", ""baking""]",https://www.tiktok.com/@ichbinnelo/video/7418134752194022688,2026-05-26T22:41:16.850279+00:00,Food & Cooking
7414995999531306273,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7414995999531306273,2026-05-26T14:27:57.675031+00:00,Unknown
7413084720621227296,how do you cope with loss in your life? #foryoupage #fyp #grief #tiktok ,427,50,8,0,2024-09-10T18:34:53+00:00,"[""foryoupage"", ""fyp"", ""grief"", ""tiktok""]",https://www.tiktok.com/@ichbinnelo/video/7413084720621227296,2026-05-26T22:41:16.862345+00:00,Lifestyle & Vlog
7412582761531264289,#foryoupage #fyp #tiktok ,849,49,2,0,2024-09-09T10:07:04+00:00,"[""foryoupage"", ""fyp"", ""tiktok""]",https://www.tiktok.com/@ichbinnelo/video/7412582761531264289,2026-05-26T22:41:16.863639+00:00,Lifestyle & Vlog
7410753759653023009,yes it worked for me and it can for you if you keep going #CapCut #10k #payoffdebt #teamwork #foryoupage ,724,121,19,1,2024-09-04T11:49:36+00:00,"[""CapCut"", ""10k"", ""payoffdebt"", ""teamwork"", ""foryoupage""]",https://www.tiktok.com/@ichbinnelo/video/7410753759653023009,2026-05-26T22:41:16.850279+00:00,Personal Finance
7410134545405709600,every support and engagement helps me pay my tuition. #fyp #foryoupage #10k #payoffdebt ,520,77,21,3,2024-09-02T19:46:41+00:00,"[""fyp"", ""foryoupage"", ""10k"", ""payoffdebt""]",https://www.tiktok.com/@ichbinnelo/video/7410134545405709600,2026-05-26T22:41:16.850279+00:00,Personal Finance
7409599218245061921,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7409599218245061921,2026-05-26T14:27:57.716860+00:00,Unknown
7409443312165260577,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7409443312165260577,2026-05-26T14:27:57.721526+00:00,Unknown
7409220262752734496,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7409220262752734496,2026-05-26T14:27:57.731433+00:00,Unknown
