video_id,description,view_count,like_count,comment_count,share_count,upload_date,hashtags,url,scraped_at,video_type
7462253125076880662,i will comment and like your video too #CapCut #fyp #fürdich #minivlog  #eurotok #commonwealth ,1121,120,63,1,2025-01-21T06:33:33+00:00,"[""CapCut"", ""fyp"", ""f\u00fcrdich"", ""minivlog"", ""eurotok"", ""commonwealth""]",https://www.tiktok.com/@ichbinnelo/video/7462253125076880662,2026-05-26T22:41:16.850279+00:00,Travel & Places
7461931890262478102,#foryoupage #fürdich ,675,72,6,0,2025-01-20T09:46:53+00:00,"[""foryoupage"", ""f\u00fcrdich""]",https://www.tiktok.com/@ichbinnelo/video/7461931890262478102,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7461643301855169814,#CapCut #fyp #fürdich ,715,97,23,1,2025-01-19T15:06:57+00:00,"[""CapCut"", ""fyp"", ""f\u00fcrdich""]",https://www.tiktok.com/@ichbinnelo/video/7461643301855169814,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7460987738423184662,sorry we are boring here 🤣#CapCut #fürdich #fyp #tikok ,592,82,6,1,2025-01-17T20:43:03+00:00,"[""f\u00fcrdich"", ""fyp"", ""tikok""]",https://www.tiktok.com/@ichbinnelo/video/7460987738423184662,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7460489965869239574,#CapCut #fyp #fürdich ,478,51,2,0,2025-01-16T12:31:24+00:00,"[""CapCut"", ""fyp"", ""f\u00fcrdich""]",https://www.tiktok.com/@ichbinnelo/video/7460489965869239574,2026-05-26T22:41:16.862345+00:00,Lifestyle & Vlog
7460288238289243414,#CapCut #fyp #motivation #fürdich ,804,98,10,2,2025-01-15T23:28:44+00:00,"[""CapCut"", ""fyp"", ""motivation"", ""f\u00fcrdich""]",https://www.tiktok.com/@ichbinnelo/video/7460288238289243414,2026-05-26T22:41:16.850279+00:00,Motivation
7459049885715713302,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7459049885715713302,2026-05-26T14:27:48.242288+00:00,Unknown
7458758477511527702,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7458758477511527702,2026-05-26T14:27:48.249793+00:00,Unknown
7458732026485624086,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7458732026485624086,2026-05-26T14:27:48.261938+00:00,Unknown
7458217479706332438,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7458217479706332438,2026-05-26T14:27:48.313393+00:00,Unknown
7457932206334414102,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7457932206334414102,2026-05-26T14:27:48.565649+00:00,Unknown
7421190985511669024,she might be materialistic but she wanted the best for her girls. #fyp #foryoupage #movieclips #netflix #amazon #prideandprejudice ,11600,796,21,10,2024-10-02T14:51:23+00:00,"[""fyp"", ""foryoupage"", ""movieclips"", ""netflix"", ""amazon"", ""prideandprejudice""]",https://www.tiktok.com/@ichbinnelo/video/7421190985511669024,2026-05-26T22:41:16.850279+00:00,Books & Reading
7637616741731880214,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7637616741731880214,2026-05-26T14:27:51.347494+00:00,Unknown
7457714103168273687,#fyp #wildfire #usa🇺🇸 ,592,78,4,0,2025-01-09T01:00:02+00:00,"[""fyp"", ""wildfire"", ""usa\ud83c\uddfa\ud83c\uddf8""]",https://www.tiktok.com/@ichbinnelo/video/7457714103168273687,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7457672285130886422,#CapCut #fyp #fürdich #studytok ,422,28,0,0,2025-01-08T22:17:23+00:00,"[""CapCut"", ""fyp"", ""f\u00fcrdich"", ""studytok""]",https://www.tiktok.com/@ichbinnelo/video/7457672285130886422,2026-05-26T22:41:16.866161+00:00,Student Life
7456864097208896790,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7456864097208896790,2026-05-26T14:27:51.816923+00:00,Unknown
7455632995517484310,#CapCut #fyp #tik_tok ,1094,91,6,1,2025-01-03T10:23:57+00:00,"[""CapCut"", ""fyp"", ""tik_tok""]",https://www.tiktok.com/@ichbinnelo/video/7455632995517484310,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7455110958118128918,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7455110958118128918,2026-05-26T14:27:51.831238+00:00,Unknown
7454889522015276310,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7454889522015276310,2026-05-26T14:27:51.837333+00:00,Unknown
7452658852916514070,,0,0,0,0,,[],https://www.tiktok.com/@ichbinnelo/video/7452658852916514070,2026-05-26T14:27:51.845240+00:00,Unknown
7452327106849099030,merry Christmas from this beautiful  village #fy #foryou  #foryoupage #christmas #fyp ,536,75,7,0,2024-12-25T12:35:21+00:00,"[""fy"", ""foryou"", ""foryoupage"", ""christmas"", ""fyp""]",https://www.tiktok.com/@ichbinnelo/video/7452327106849099030,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
7450447246329531670,#CapCut #foryoupage #foryou #fy ,815,68,5,0,2024-12-20T11:00:35+00:00,"[""CapCut"", ""foryoupage"", ""foryou"", ""fy""]",https://www.tiktok.com/@ichbinnelo/video/7450447246329531670,2026-05-26T22:41:16.850279+00:00,Lifestyle & Vlog
